open_time,open,high,low,close,volume,close_time,quote_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume,ignore,open_datetime,close_datetime
1773314075000,70414.99,70415.0,70414.99,70415.0,0.00164,1773314075999,115.4805893,2,0.00057,40.13655,0,2026-03-12 11:14:35+00:00,2026-03-12 11:14:35.999000+00:00
1773314076000,70415.0,70415.0,70414.99,70415.0,0.28495,1773314076999,20064.7542309,4,0.28304,19930.2616,0,2026-03-12 11:14:36+00:00,2026-03-12 11:14:36.999000+00:00
1773314077000,70414.99,70415.0,70414.99,70415.0,0.00813,1773314077999,572.473871,3,0.00023,16.19545,0,2026-03-12 11:14:37+00:00,2026-03-12 11:14:37.999000+00:00
1773314078000,70414.99,70414.99,70414.99,70414.99,0.0038,1773314078999,267.576962,2,0.0,0.0,0,2026-03-12 11:14:38+00:00,2026-03-12 11:14:38.999000+00:00
1773314079000,70415.0,70415.0,70414.99,70415.0,0.70998,1773314079999,49993.2387641,28,0.41639,29320.10185,0,2026-03-12 11:14:39+00:00,2026-03-12 11:14:39.999000+00:00
1773314080000,70414.99,70415.0,70414.99,70415.0,0.26849,1773314080999,18905.7233297,5,0.26646,18762.7809,0,2026-03-12 11:14:40+00:00,2026-03-12 11:14:40.999000+00:00
1773314081000,70415.0,70415.58,70415.0,70415.58,0.19959,1773314081999,14054.1437402,64,0.19959,14054.1437402,0,2026-03-12 11:14:41+00:00,2026-03-12 11:14:41.999000+00:00
1773314082000,70415.58,70419.57,70415.58,70419.57,0.01949,1773314082999,1372.4065071,85,0.01917,1349.8722447,0,2026-03-12 11:14:42+00:00,2026-03-12 11:14:42.999000+00:00
1773314083000,70419.57,70419.58,70419.57,70419.58,0.00734,1773314083999,516.8796478,3,0.0004,28.167832,0,2026-03-12 11:14:43+00:00,2026-03-12 11:14:43.999000+00:00
1773314084000,70419.57,70419.57,70418.13,70418.13,0.02465,1773314084999,1735.8272255,45,0.0,0.0,0,2026-03-12 11:14:44+00:00,2026-03-12 11:14:44.999000+00:00
1773314085000,70418.13,70418.13,70418.12,70418.12,0.00311,1773314085999,219.0003555,16,0.00023,16.1961699,0,2026-03-12 11:14:45+00:00,2026-03-12 11:14:45.999000+00:00
1773314086000,70418.12,70418.13,70418.12,70418.13,0.07405,1773314086999,5214.461795,12,0.0009,63.376317,0,2026-03-12 11:14:46+00:00,2026-03-12 11:14:46.999000+00:00
1773314087000,70418.12,70418.12,70418.12,70418.12,9e-05,1773314087999,6.3376308,1,0.0,0.0,0,2026-03-12 11:14:47+00:00,2026-03-12 11:14:47.999000+00:00
1773314088000,70418.13,70418.13,70418.13,70418.13,0.00081,1773314088999,57.0386853,1,0.00081,57.0386853,0,2026-03-12 11:14:48+00:00,2026-03-12 11:14:48.999000+00:00
1773314089000,70418.12,70418.12,70418.12,70418.12,0.00141,1773314089999,99.2895492,2,0.0,0.0,0,2026-03-12 11:14:49+00:00,2026-03-12 11:14:49.999000+00:00
1773314090000,70418.12,70418.13,70418.12,70418.12,0.07111,1773314090999,5007.4325153,10,0.00021,14.7878073,0,2026-03-12 11:14:50+00:00,2026-03-12 11:14:50.999000+00:00
1773314091000,70418.13,70418.13,70415.0,70415.0,0.07557,1773314091999,5321.3174899,103,0.00015,10.5627195,0,2026-03-12 11:14:51+00:00,2026-03-12 11:14:51.999000+00:00
1773314092000,70415.0,70415.01,70415.0,70415.01,0.01441,1773314092999,1014.6802353,4,0.00853,600.6400353,0,2026-03-12 11:14:52+00:00,2026-03-12 11:14:52.999000+00:00
1773314093000,70415.0,70415.0,70415.0,70415.0,0.00078,1773314093999,54.9237,2,0.0,0.0,0,2026-03-12 11:14:53+00:00,2026-03-12 11:14:53.999000+00:00
1773314094000,70415.0,70415.0,70415.0,70415.0,0.00051,1773314094999,35.91165,2,0.0,0.0,0,2026-03-12 11:14:54+00:00,2026-03-12 11:14:54.999000+00:00
1773314095000,70415.0,70415.0,70415.0,70415.0,0.00039,1773314095999,27.46185,1,0.0,0.0,0,2026-03-12 11:14:55+00:00,2026-03-12 11:14:55.999000+00:00
1773314096000,70415.01,70415.01,70415.01,70415.01,0.00644,1773314096999,453.4726644,2,0.00644,453.4726644,0,2026-03-12 11:14:56+00:00,2026-03-12 11:14:56.999000+00:00
1773314097000,70415.01,70416.37,70415.01,70416.37,0.11824,1773314097999,8325.9726562,164,0.11824,8325.9726562,0,2026-03-12 11:14:57+00:00,2026-03-12 11:14:57.999000+00:00
1773314098000,70416.37,70416.37,70416.37,70416.37,0.00686,1773314098999,483.0562982,1,0.0,0.0,0,2026-03-12 11:14:58+00:00,2026-03-12 11:14:58.999000+00:00
1773314099000,70416.38,70416.38,70416.38,70416.38,0.06302,1773314099999,4437.6402676,3,0.06302,4437.6402676,0,2026-03-12 11:14:59+00:00,2026-03-12 11:14:59.999000+00:00
1773314100000,70416.37,70416.38,70416.37,70416.38,0.02975,1773314100999,2094.8872931,25,0.02856,2011.0918128,0,2026-03-12 11:15:00+00:00,2026-03-12 11:15:00.999000+00:00
1773314101000,70416.37,70416.37,70416.37,70416.37,0.01026,1773314101999,722.4719562,2,0.0,0.0,0,2026-03-12 11:15:01+00:00,2026-03-12 11:15:01.999000+00:00
1773314102000,70416.37,70416.37,70416.37,70416.37,0.00708,1773314102999,498.5478996,2,0.0,0.0,0,2026-03-12 11:15:02+00:00,2026-03-12 11:15:02.999000+00:00
1773314103000,70416.38,70419.58,70416.37,70419.58,0.02419,1773314103999,1703.389225,81,0.02407,1694.9392606,0,2026-03-12 11:15:03+00:00,2026-03-12 11:15:03.999000+00:00
1773314104000,70419.58,70419.58,70419.58,70419.58,0.0066,1773314104999,464.769228,1,0.0066,464.769228,0,2026-03-12 11:15:04+00:00,2026-03-12 11:15:04.999000+00:00
1773314105000,70419.57,70419.57,70419.57,70419.57,0.01068,1773314105999,752.0810076,2,0.0,0.0,0,2026-03-12 11:15:05+00:00,2026-03-12 11:15:05.999000+00:00
1773314106000,70419.57,70429.09,70419.57,70429.09,0.3507,1773314106999,24696.7976841,228,0.34648,24399.5904852,0,2026-03-12 11:15:06+00:00,2026-03-12 11:15:06.999000+00:00
1773314107000,70429.08,70429.08,70429.08,70429.08,0.00213,1773314107999,150.0139404,1,0.0,0.0,0,2026-03-12 11:15:07+00:00,2026-03-12 11:15:07.999000+00:00
1773314108000,70429.09,70429.09,70429.09,70429.09,0.0055,1773314108999,387.359995,4,0.0055,387.359995,0,2026-03-12 11:15:08+00:00,2026-03-12 11:15:08.999000+00:00
1773314109000,70429.08,70429.08,70429.08,70429.08,0.00307,1773314109999,216.2172756,1,0.0,0.0,0,2026-03-12 11:15:09+00:00,2026-03-12 11:15:09.999000+00:00
1773314110000,70429.09,70429.09,70429.08,70429.08,0.01458,1773314110999,1026.8559891,3,0.00027,19.0158543,0,2026-03-12 11:15:10+00:00,2026-03-12 11:15:10.999000+00:00
1773314111000,70429.08,70429.09,70429.08,70429.09,0.00241,1773314111999,169.7340899,2,0.00071,50.0046539,0,2026-03-12 11:15:11+00:00,2026-03-12 11:15:11.999000+00:00
1773314112000,70429.09,70429.09,70429.08,70429.08,0.15843,1773314112999,11158.0791483,6,0.00039,27.4673451,0,2026-03-12 11:15:12+00:00,2026-03-12 11:15:12.999000+00:00
1773314113000,70429.08,70429.08,70422.94,70422.95,0.05312,1773314113999,3741.0539721,110,0.00014,9.859213,0,2026-03-12 11:15:13+00:00,2026-03-12 11:15:13.999000+00:00
1773314114000,70422.94,70426.65,70422.94,70426.65,0.02277,1773314114999,1603.5329065,53,0.02035,1433.1093917,0,2026-03-12 11:15:14+00:00,2026-03-12 11:15:14.999000+00:00
1773314115000,70426.66,70426.66,70426.65,70426.66,0.01275,1773314115999,897.9398795,11,0.0092,647.925272,0,2026-03-12 11:15:15+00:00,2026-03-12 11:15:15.999000+00:00
